datetime,humidity,co2,soil,temperature
"05/12/65,19:16",76.46,459.66,39,29.33
"05/12/65,19:18",76.47,455.29,39.6,29.31
"05/12/65,19:20",76.17,450.94,41.6,29.3
"05/12/65,19:22",76.44,453.61,33,29.27
"05/12/65,19:24",76.73,448.87,43.6,29.23
"05/12/65,19:26",77.03,458.81,40.6,29.24
"05/12/65,19:28",77.23,437.08,37.2,29.2
"05/12/65,19:30",77.28,450.41,41.6,29.2
"05/12/65,19:32",77.41,462.24,43.2,29.18
"05/12/65,19:34",77.59,462.83,39.2,29.16
"05/12/65,19:36",77.69,470.33,32.8,29.16
"05/12/65,19:38",77.76,468.45,42.2,29.11
"05/12/65,19:40",77.84,467.79,39.2,29.11
"05/12/65,19:42",77.97,468.95,35.8,29.1
"05/12/65,19:44",78.36,462.77,46.4,29.04
"05/12/65,19:46",78.41,462.28,39.8,29
"05/12/65,19:48",78.56,469.75,35.8,29.06
"05/12/65,19:50",78.92,469.28,33.6,29
"05/12/65,19:52",78.98,472.57,39.8,29.01
"05/12/65,19:54",78.93,467.22,40.2,28.97
"05/12/65,19:56",79.04,474.96,35.8,28.99
"05/12/65,19:58",79.19,474.55,37.6,28.97
"05/12/65,20:00",79.14,464.82,38.6,28.96
"05/12/65,20:02",79.29,461.97,40.2,28.94
"05/12/65,20:04",79.41,463.44,38,28.96
"05/12/65,20:06",79.5,458.89,34.4,28.93
"05/12/65,20:08",79.64,467.61,38.8,28.94
"05/12/65,20:10",79.77,469.4,41.4,28.96
"05/12/65,20:12",79.72,477.89,38.8,28.97
"05/12/65,20:14",79.53,478.17,44,29.01
"05/12/65,20:16",79.45,480.64,41.6,29
"05/12/65,20:18",79.46,484.06,41.2,29
"05/12/65,20:20",79.86,487.59,43.6,29.04
"05/12/65,20:22",79.79,482.41,42.2,29.06
"05/12/65,20:24",80.2,489.07,38,29.07
"05/12/65,20:26",80.45,489.61,42,29.09
"05/12/65,20:28",80.55,508.68,37.2,29.13
"05/12/65,20:30",80.31,503.69,33.4,29.11
"05/12/65,20:32",80.04,501.2,42.4,29.16
"05/12/65,20:34",79.9,483.55,36.8,29.16
"05/12/65,20:36",79.75,480.47,36.2,29.17
"05/12/65,20:38",79.72,480.02,41.6,29.17
"05/12/65,20:40",79.64,481.23,37.2,29.18
"05/12/65,20:42",79.6,487.13,35.2,29.2
"05/12/65,20:44",79.61,476.11,39.6,29.21
"05/12/65,20:46",79.58,481.3,38.4,29.24
"05/12/65,20:48",79.41,486.71,43.8,29.26
"05/12/65,20:50",79.3,483.2,38,29.28
"05/12/65,20:52",79.39,479.69,44.4,29.28
"05/12/65,20:54",79.18,480.79,35.4,29.26
"05/12/65,20:56",79.5,474.42,38,29.26
"05/12/65,20:58",79.7,485.04,35.4,29.24
"05/12/65,21:00",79.35,481.22,38.6,29.27
"05/12/65,21:02",79.23,483.83,32.4,29.3
"05/12/65,21:04",79.7,474.75,38,29.28
"05/12/65,21:06",79.78,486.75,35.6,29.28
"05/12/65,21:08",79.66,488.28,41.2,29.34
"05/12/65,21:10",79.66,491.01,38,29.31
"05/12/65,21:12",79.7,495.9,39.2,29.33
"05/12/65,21:14",79.75,499.28,36.6,29.34
"05/12/65,21:16",79.65,490.59,41.8,29.31
"05/12/65,21:18",79.53,495.68,39.4,29.31
"05/12/65,21:20",79.58,491.47,45,29.28
"05/12/65,21:22",79.6,495.26,36.8,29.28
"05/12/65,21:24",79.49,491.82,38.4,29.26
"05/12/65,21:26",79.53,492.53,34.6,29.21
"05/12/65,21:28",79.6,494.99,42.4,29.16
"05/12/65,21:30",79.57,495.98,36.2,29.16
"05/12/65,21:32",79.58,492.85,40.8,29.14
"05/12/65,21:34",79.38,494.21,41.6,29.13
"05/12/65,21:36",79.32,492.25,33.6,29.06
"05/12/65,21:38",79.4,490.07,41.4,29.01
"05/12/65,21:40",79.29,487.41,40.4,28.97
"05/12/65,21:42",79.37,491.91,41.4,28.94
"05/12/65,21:44",79.73,490.7,41.6,28.89
"05/12/65,21:46",79.99,491.91,39.8,28.82
"05/12/65,21:48",80.23,503.21,37.2,28.82
"05/12/65,21:50",80.22,506.79,42.6,28.76
"05/12/65,21:52",79.93,497.25,38.4,28.72
"05/12/65,21:54",80.38,491.55,39,28.68
"05/12/65,21:56",79.36,482.54,54.6,28.65
"05/12/65,21:58",79.39,474.92,37.4,28.62
"05/12/65,22:00",79.47,471.91,44.2,28.59
"05/12/65,22:02",79.38,466.63,39.2,28.55
"05/12/65,22:04",79.1,466.82,40.4,28.55
"05/12/65,22:06",78.99,459.42,43,28.52
"05/12/65,22:08",79.18,471.71,34.6,28.52
"05/12/65,22:10",79.16,464.91,44,28.52
"05/12/65,22:12",78.83,465.71,42.2,28.53
"05/12/65,22:14",78.46,468.72,35.6,28.53
"05/12/65,22:16",78.18,466.97,37.6,28.56
"05/12/65,22:18",78.25,464.68,39,28.55
"05/12/65,22:20",77.61,462.76,44.4,28.55
"05/12/65,22:22",76.74,454.33,39.8,28.52
"05/12/65,22:24",76.22,451.8,35.4,28.55
"05/12/65,22:26",76.1,445.4,36.2,28.56
"05/12/65,22:28",75,448.5,45.2,28.6
"05/12/65,22:30",74.49,441.52,32.4,28.68
"05/12/65,22:32",74.22,438,44.8,28.7
"05/12/65,22:34",73.8,444.86,38.4,28.75
"05/12/65,22:36",73.43,446.58,36.2,28.79
"05/12/65,22:38",72.77,457,41.4,28.8
"05/12/65,22:40",72.72,450.04,38,28.8
"05/12/65,22:42",72.25,447.72,44,28.82
"05/12/65,22:44",72.12,447.5,43.4,28.87
"05/12/65,22:46",71.41,444.88,31.6,28.89
"05/12/65,22:48",71.05,445.58,44.8,28.87
"05/12/65,22:50",70.67,445.29,46.4,28.9
"05/12/65,22:52",70.29,441.57,41.2,28.93
"05/12/65,22:54",70.09,440.27,41.4,28.93
"05/12/65,22:56",69.86,432.3,39.4,28.97
"05/12/65,22:58",69.06,435.47,39.8,28.99
"05/12/65,23:00",69.26,426.99,42.6,29.09
"05/12/65,23:02",69.07,426.46,40.8,29.11
"05/12/65,23:04",68.17,415.24,31.6,29.14
"05/12/65,23:06",68.71,435.63,38.4,29.23
"05/12/65,23:08",68.21,442.62,43,29.28
"05/12/65,23:10",67.84,437.51,42.4,29.34
"05/12/65,23:12",67.72,437.19,39,29.37
"05/12/65,23:14",68.06,429.03,43,29.41
"05/12/65,23:16",67.37,431.28,34.2,29.4
"05/12/65,23:18",68.03,436.74,40.6,29.41
"05/12/65,23:20",67.67,438.42,39,29.4
"05/12/65,23:22",67.69,437.09,41.6,29.38
"05/12/65,23:24",67.7,434.32,36.2,29.38
"05/12/65,23:26",67.4,432.84,60.6,29.36
"05/12/65,23:28",67.34,440.37,55.4,29.36
"05/12/65,23:30",67.23,440.91,53.4,29.37
"05/12/65,23:32",67.21,434.54,59.4,29.36
"05/12/65,23:34",67.05,435.53,35.8,29.38
"05/12/65,23:36",66.81,435.29,46.4,29.4
"05/12/65,23:38",66.89,435.52,34.6,29.38
"05/12/65,23:40",66.27,437.1,36,29.38
"05/12/65,23:42",66.37,432.6,38.8,29.34
"05/12/65,23:44",66.74,439.64,34.4,29.34
"05/12/65,23:46",66.44,439.3,42.2,29.33
"05/12/65,23:48",66.3,440.01,42.2,29.33
"05/12/65,23:50",67.01,450.32,39.4,29.28
"05/12/65,23:52",66.71,445.14,35.6,29.31
"05/12/65,23:54",66.2,441.61,43.2,29.3
"05/12/65,23:56",66.58,441.5,36.4,29.3
"05/12/65,23:58",67.08,443.28,42.4,29.28
"06/12/65,00:00",66.97,443.45,37.6,29.26
"06/12/65,00:02",67.23,437.31,41.4,29.21
"06/12/65,00:04",67.11,436.58,32.8,29.16
"06/12/65,00:06",67.08,436.58,41.2,29.1
"06/12/65,00:08",67.33,434.72,36.2,29.09
"06/12/65,00:10",67.43,437.25,41,29.09
"06/12/65,00:12",67.48,442.13,37.6,29.09
"06/12/65,00:14",67.52,438.45,42.2,29.01
"06/12/65,00:16",67.35,435.79,38.8,29
"06/12/65,00:18",67.74,439.08,39.8,28.99
"06/12/65,00:20",67.72,439.05,36,28.99
"06/12/65,00:22",67.75,443.41,43.6,28.96
"06/12/65,00:24",67.37,442.58,40,28.96
"06/12/65,00:26",68.22,437.88,44,28.93
"06/12/65,00:28",67.67,429.95,46,28.87
"06/12/65,00:30",68.22,440.32,45.2,28.9
"06/12/65,00:32",68.15,446.84,37.8,28.89
"06/12/65,00:34",68.79,439.34,45.8,28.83
"06/12/65,00:36",68.52,437.64,42.2,28.79
"06/12/65,00:38",68.59,435.82,37.6,28.72
"06/12/65,00:40",68.83,440.06,38.8,28.66
"06/12/65,00:42",68.92,454.26,50.6,28.63
"06/12/65,00:44",69.27,449.47,43.2,28.62
"06/12/65,00:46",69.38,443.7,37.6,28.53
"06/12/65,00:48",70.38,451.24,41.4,28.53
"06/12/65,00:50",70.69,453.45,40.2,28.5
"06/12/65,00:52",70.97,452.01,42,28.43
"06/12/65,00:54",71.12,454.21,43.6,28.36
"06/12/65,00:56",71.75,452.91,43,28.31
"06/12/65,00:58",71.82,457.22,37.4,28.21
"06/12/65,01:00",71.52,453.01,46,28.14
"06/12/65,01:02",72.23,450.64,44.2,28.08
"06/12/65,01:04",72.35,454.9,38.8,28.04
"06/12/65,01:06",72.26,458.14,48,28.01
"06/12/65,01:08",72.31,451.21,43.8,28
"06/12/65,01:10",72.07,448.58,45.6,27.9
"06/12/65,01:12",72.41,451.82,44,27.85
"06/12/65,01:14",72.3,452.58,45.2,27.84
"06/12/65,01:16",72.25,447.95,40,27.8
"06/12/65,01:18",71.89,438.44,46,27.74
"06/12/65,01:20",71.18,444.69,41,27.71
"06/12/65,01:22",70.9,437.95,37.2,27.73
"06/12/65,01:24",70.51,435.02,46.2,27.7
"06/12/65,01:26",70.27,441.34,38.6,27.81
"06/12/65,01:28",70.12,430.14,43.8,27.88
"06/12/65,01:30",69.99,434.92,44.6,27.95
"06/12/65,01:32",69.98,430.55,45.6,28.01
"06/12/65,01:34",69.55,427.9,46.6,28.05
"06/12/65,01:36",69.24,431.54,46.2,28.09
"06/12/65,01:38",68.65,438.08,36.4,28.14
"06/12/65,01:40",68.55,428.76,47.6,28.14
"06/12/65,01:42",68.28,434.95,42.2,28.24
"06/12/65,01:44",68.04,431.91,39.6,28.28
"06/12/65,01:46",67.89,429.58,48.2,28.29
"06/12/65,01:48",67.7,423.69,46.4,28.31
"06/12/65,01:50",67.89,436.45,44,28.38
"06/12/65,01:52",67.13,439.35,39.4,28.36
"06/12/65,01:54",67.36,429.85,42.6,28.36
"06/12/65,01:56",67.63,435.85,42.4,28.35
"06/12/65,01:58",67.55,432.71,45.6,28.34
"06/12/65,02:00",67.48,437.32,45.2,28.32
"06/12/65,02:02",67.82,445.06,42.4,28.29
"06/12/65,02:04",67.91,440.75,40.8,28.25
"06/12/65,02:06",68.1,435.07,49,28.24
"06/12/65,02:08",68.72,440.34,41,28.21
"06/12/65,02:10",68.86,440.28,38.8,28.21
"06/12/65,02:12",69.53,440.89,44.2,28.19
"06/12/65,02:14",69.33,446.13,46,28.18
"06/12/65,02:16",70.16,442.65,39.2,28.15
"06/12/65,02:18",70.05,444.23,46,28.12
"06/12/65,02:20",70.54,447.25,42.4,28.14
"06/12/65,02:22",70.36,446.26,46.2,28.12
"06/12/65,02:24",70.79,442.76,39.2,28.11
"06/12/65,02:26",69.85,445.95,50,28.09
"06/12/65,02:28",69.51,445.98,40,28.09
"06/12/65,02:30",69.89,441.9,42.4,28.04
"06/12/65,02:32",70.63,456.26,38.8,28.07
"06/12/65,02:34",70.69,455.72,44.8,28.04
"06/12/65,02:36",70.22,456.19,42.6,28.04
"06/12/65,02:38",68.84,448.6,33.4,28.03
"06/12/65,02:40",68.82,444.39,38.2,28
"06/12/65,02:42",69.12,444.75,42,28.03
"06/12/65,02:44",68.88,447.45,45.4,27.98
"06/12/65,02:46",68.52,447.95,39.6,28.01
"06/12/65,02:48",68.39,448.44,43.2,28.03
"06/12/65,02:50",68.49,448.25,42.4,28.03
"06/12/65,02:52",68.17,445.02,48.4,28.04
"06/12/65,02:54",67.84,440.64,43.8,28.01
"06/12/65,02:56",67.56,435.59,37.6,28
"06/12/65,02:58",67.82,440.59,43.4,28
"06/12/65,03:00",68.22,438.08,41.4,28.01
"06/12/65,03:02",68.22,439.55,41.6,28.01
"06/12/65,03:04",68.24,448.24,41.4,28.01
"06/12/65,03:06",68.15,444.9,44,28.01
"06/12/65,03:08",68.18,446.15,37.8,28.03
"06/12/65,03:10",67.77,445.17,46.2,28.07
"06/12/65,03:12",67.76,443.19,38.4,28.07
"06/12/65,03:14",67.97,436.87,45,28.05
"06/12/65,03:16",68.14,440.33,41,28.09
"06/12/65,03:18",67.78,435.4,38.2,28.09
"06/12/65,03:20",67.59,430.67,45.4,28.09
"06/12/65,03:22",67.92,440.19,43,28.07
"06/12/65,03:24",68.01,438.36,43,28.07
"06/12/65,03:26",67.84,448.55,43.6,28.05
"06/12/65,03:28",67.87,443.49,46.8,28
"06/12/65,03:30",67.58,444.82,43.2,27.98
"06/12/65,03:32",67.17,442.54,41.8,27.97
"06/12/65,03:34",67.61,441.85,41.8,27.94
"06/12/65,03:36",67.74,441.55,36.6,27.95
"06/12/65,03:38",66.74,443.61,46.2,27.9
"06/12/65,03:40",67.18,444.25,45.4,27.9
"06/12/65,03:42",67.01,439.15,42.4,27.87
"06/12/65,03:44",66.77,444.65,39.8,27.9
"06/12/65,03:46",66.81,439.42,38.2,27.88
"06/12/65,03:48",67.04,439.81,44.2,27.87
"06/12/65,03:50",67.13,441.48,41,27.87
"06/12/65,03:52",67.15,446.7,46,27.87
"06/12/65,03:54",67.09,440.21,37,27.84
"06/12/65,03:56",67.28,441.49,42.6,27.81
"06/12/65,03:58",67.21,444.07,39.4,27.8
"06/12/65,04:00",66.96,446.32,46,27.8
"06/12/65,04:02",66.8,445.5,45.4,27.78
"06/12/65,04:04",66.96,441.41,39.8,27.78
"06/12/65,04:06",68.93,440.21,44,27.8
"06/12/65,04:08",69.61,447.78,38.4,27.77
"06/12/65,04:10",69.89,442.01,41.2,27.71
"06/12/65,04:12",70.33,440.81,40,27.6
"06/12/65,04:14",71.01,442.49,41.8,27.43
"06/12/65,04:16",70.69,435.19,47,27.18
"06/12/65,04:18",71.15,435.99,48.8,27.03
"06/12/65,04:20",71.46,435.39,45.2,26.94
"06/12/65,04:22",71.59,431.78,46.2,26.87
"06/12/65,04:24",71.08,431.23,41.8,26.79
"06/12/65,04:26",70.89,440.81,47.2,26.81
"06/12/65,04:28",71.1,434.17,43,26.81
"06/12/65,04:30",70.72,436.78,47.4,26.87
"06/12/65,04:32",70.55,438.3,48.4,26.85
"06/12/65,04:34",70.36,436.99,45,26.87
"06/12/65,04:36",70.24,443.99,46.2,26.88
"06/12/65,04:38",69.96,437.54,41,26.89
"06/12/65,04:40",69.97,434.66,45.4,26.95
"06/12/65,04:42",70.26,434.41,41.4,26.98
"06/12/65,04:44",69.76,433.43,48.4,26.98
"06/12/65,04:46",69.73,434.79,41.4,27.05
"06/12/65,04:48",69.64,439.97,49.2,27.03
"06/12/65,04:50",69.44,431.44,49,26.97
"06/12/65,04:52",69.74,429.08,40.6,26.87
"06/12/65,04:54",70.76,429.41,47.6,26.81
"06/12/65,04:56",70.64,442.09,41.8,26.79
"06/12/65,04:58",70.97,441.66,45,26.78
"06/12/65,05:00",70.83,441,43.2,26.77
"06/12/65,05:02",71.32,441.03,44,26.81
"06/12/65,05:04",71.43,436.71,47.8,26.89
"06/12/65,05:06",71.63,434.49,40.8,26.92
"06/12/65,05:08",71.41,430.24,43.8,26.94
"06/12/65,05:10",72.17,440.98,43,26.98
"06/12/65,05:12",71.9,441.17,43.2,26.98
"06/12/65,05:14",72.8,436.38,43.8,27.01
"06/12/65,05:16",72.75,440.38,49.4,26.99
"06/12/65,05:18",72.2,438.37,43.6,26.99
"06/12/65,05:20",72.36,441.94,40.8,26.99
"06/12/65,05:22",72.53,456.18,48.8,27.01
"06/12/65,05:24",72.43,445.95,45.2,27.03
"06/12/65,05:26",72.45,441.27,42,26.97
"06/12/65,05:28",72.61,446.93,47,26.98
"06/12/65,05:30",72.93,450.37,47.4,27.01
"06/12/65,05:32",72.74,452.01,43.8,27.01
"06/12/65,05:34",73.01,455.9,42.4,26.99
"06/12/65,05:36",73.34,456.18,48.6,27.03
"06/12/65,05:38",73.85,458.68,45.6,26.99
"06/12/65,05:40",74.2,457.1,50.2,27.02
"06/12/65,05:42",74.99,472.27,48.6,27.06
"06/12/65,05:44",75.48,467.88,43.6,27.06
"06/12/65,05:46",75.65,463.59,47.4,27.05
"06/12/65,05:48",75.72,467.07,44.6,27.08
"06/12/65,05:50",75.89,466.98,50.4,27.08
"06/12/65,05:52",76.04,467.96,47.2,27.06
"06/12/65,05:54",76.25,467.4,43.6,27.08
"06/12/65,05:56",76.61,452.01,47.4,27.03
"06/12/65,05:58",77.11,469.77,43.2,27.05
"06/12/65,06:00",77.16,469.36,51,26.99
"06/12/65,06:02",77.75,479.44,43.4,26.99
"06/12/65,06:04",77.38,476.45,41.8,27.02
"06/12/65,06:06",76.35,459.85,48.4,26.95
"06/12/65,06:08",75.64,459.61,44,26.89
"06/12/65,06:10",75.77,466.42,46.8,26.94
"06/12/65,06:12",76.19,466.4,40.8,26.88
"06/12/65,06:14",75.88,460.12,47.6,26.87
"06/12/65,06:16",74.56,451.96,49.8,26.87
"06/12/65,06:18",74.07,454.19,44.8,26.84
"06/12/65,06:20",74.37,452.57,48.2,26.84
"06/12/65,06:22",74.04,457.51,44.8,26.85
"06/12/65,06:24",74.34,459.27,46.2,26.84
"06/12/65,06:26",73.81,452.71,41.8,26.85
"06/12/65,06:28",74.68,457.34,45.8,26.88
"06/12/65,06:30",74.45,458.76,41.6,26.88
"06/12/65,06:32",74.38,451.16,46.6,26.91
"06/12/65,06:34",74.37,447.52,46.6,26.87
"06/12/65,06:36",74.23,454.1,39.6,26.92
"06/12/65,06:38",74.05,450.36,43.8,26.89
"06/12/65,06:40",74.28,451.24,49.4,26.94
"06/12/65,06:42",74.09,454.33,48,26.92
"06/12/65,06:44",73.93,446.39,42,26.89
"06/12/65,06:46",74.02,456.53,44.8,26.94
"06/12/65,06:48",74.1,450.01,43.2,26.94
"06/12/65,06:50",74.41,448.71,45.4,26.97
"06/12/65,06:52",74.14,454.19,45.4,26.98
"06/12/65,06:54",74.25,457.94,41.2,26.99
"06/12/65,06:56",74.25,451.06,45.6,27.03
"06/12/65,06:58",74.24,440.75,42.8,27.06
"06/12/65,07:00",74.07,463.01,45.6,27.08
"06/12/65,07:02",74.6,450.6,38.4,27.1
"06/12/65,07:04",73.67,457.02,41.8,27.1
"06/12/65,07:06",73.73,459.54,37.2,27.15
"06/12/65,07:08",73.53,460.5,45.4,27.18
"06/12/65,07:10",73.09,457.42,45.8,27.2
"06/12/65,07:12",72.48,446.98,45.4,27.19
"06/12/65,07:14",72.05,447.14,41.4,27.23
"06/12/65,07:16",71.39,441.93,46,27.25
"06/12/65,07:18",71.38,441.06,41.6,27.26
"06/12/65,07:20",71.12,434.54,48.8,27.34
"06/12/65,07:22",71.18,440.57,43,27.42
"06/12/65,07:24",70.62,442.59,46.4,27.47
"06/12/65,07:26",70.45,438.96,40.8,27.49
"06/12/65,07:28",70.5,442.02,44.6,27.53
"06/12/65,07:30",70.86,441.91,42.4,27.59
"06/12/65,07:32",70.83,442.88,43.4,27.61
"06/12/65,07:34",70.62,443.84,36.2,27.7
"06/12/65,07:36",70.65,441.3,45.4,27.71
"06/12/65,07:38",70.67,438.83,41,27.78
"06/12/65,07:40",70.48,433.17,36.8,27.85
"06/12/65,07:42",69.97,430.62,38.6,27.88
"06/12/65,07:44",70.06,440.36,42.2,27.95
"06/12/65,07:46",69.63,439.78,38.6,28.03
"06/12/65,07:48",69.61,433,33.8,28.04
"06/12/65,07:50",69.48,432.93,45.4,28.12
"06/12/65,07:52",69.16,438.26,38.4,28.22
"06/12/65,07:54",69.55,444.17,44.2,28.31
"06/12/65,07:56",69.44,439.92,45.2,28.42
"06/12/65,07:58",69.14,445.74,42.6,28.53
"06/12/65,08:00",68.52,440.53,47,28.55
"06/12/65,08:02",68.45,445.39,42,28.62
"06/12/65,08:04",67.94,446.73,37.6,28.63
"06/12/65,08:06",67.75,446.02,43.6,28.63
"06/12/65,08:08",67.81,437.13,41.8,28.62
"06/12/65,08:10",67.67,432.67,34.6,28.63
"06/12/65,08:12",67.79,434.01,42.8,28.66
"06/12/65,08:14",68.02,443.86,35.4,28.75
"06/12/65,08:16",67.55,442.48,41.8,28.82
"06/12/65,08:18",68.02,433.09,40.8,28.91
"06/12/65,08:20",67.44,432.38,35.4,29.06
"06/12/65,08:22",67.8,434.17,38.8,29.23
"06/12/65,08:24",67.69,428.03,32.8,29.42
"06/12/65,08:26",66.94,434.24,39.4,29.62
"06/12/65,08:28",66,431.89,36.8,29.82
"06/12/65,08:30",65.87,432.13,38.4,30.06
"06/12/65,08:32",65.38,430.74,33,30.33
"06/12/65,08:34",64.99,427.61,40,30.53
"06/12/65,08:36",63.74,429.56,33,30.7
"06/12/65,08:38",64.74,434.29,37.8,30.97
"06/12/65,08:40",63.73,434.26,32,31.26
"06/12/65,08:42",63.05,433.5,32.2,31.54
"06/12/65,08:44",62.69,428.5,29.8,31.83
"06/12/65,08:46",60.05,439.05,27.6,32.06
"06/12/65,08:48",57.22,430.14,46.2,32.31
"06/12/65,08:50",58.74,429.24,34.8,32.85
"06/12/65,08:52",58.76,432.01,32.8,33.59
"06/12/65,08:54",56.78,426.24,34.6,34.31
"06/12/65,08:56",49.73,420.25,28.2,34.62
"06/12/65,08:58",50.31,426.28,26.2,34.62
"06/12/65,09:00",51.71,428.52,23.4,34.38
"06/12/65,09:02",52.68,437.12,27.6,34.54
"06/12/65,09:04",49.99,429.57,25.2,34.92
"06/12/65,09:06",51.12,434.42,24.8,35.33
"06/12/65,09:08",50.42,443.33,23.4,35.67
"06/12/65,09:10",50.05,434.64,17.6,36.21
"06/12/65,09:12",48.47,432.08,27.8,36.77
"06/12/65,09:14",47.57,428.1,18.2,37.16
"06/12/65,09:16",46.74,436.96,17.4,37.11
"06/12/65,09:18",47.91,441.56,20.4,37.37
"06/12/65,09:20",46.54,437.44,18.2,37.71
"06/12/65,09:22",47.07,438.8,14.4,38.02
"06/12/65,09:24",45.97,438.8,16.6,38.34
"06/12/65,09:26",43.19,439.07,13,38.15
"06/12/65,09:28",42.63,436.14,8.4,37.47
"06/12/65,09:30",44.58,437.3,13.4,36.79
"06/12/65,09:32",47.02,438.13,10.2,35.99
"06/12/65,09:34",47.08,436.06,21,35.58
"06/12/65,09:36",47.19,431.51,6.8,35.23
"06/12/65,09:38",49.16,434.13,7.4,34.55
"06/12/65,09:40",50.05,435.94,8.6,34.28
"06/12/65,09:42",51.58,433.7,10.6,34.1
"06/12/65,09:44",50.81,440.79,13.4,34.03
"06/12/65,09:46",50.52,440.46,12.4,34.04
"06/12/65,09:48",52.01,437.06,15.2,34.12
"06/12/65,09:50",50.48,429.88,12.2,34.31
"06/12/65,09:52",52.12,438.08,10.6,34.73
"06/12/65,09:54",51.53,428.75,15.2,35.02
"06/12/65,09:56",51.02,429.92,10.6,35.26
"06/12/65,09:58",49.16,433.98,10,35.34
"06/12/65,10:00",48.18,438.25,7.8,35.46
"06/12/65,10:02",47.24,434.82,10.2,35.54
"06/12/65,10:04",48.09,424.53,9,35.53
"06/12/65,10:06",47.52,429.89,10.8,35.51
"06/12/65,10:08",49.1,431.64,15,35.46
"06/12/65,10:10",48.37,426.51,8.4,35.61
"06/12/65,10:12",47.17,433.42,8.2,35.58
"06/12/65,10:14",48.12,436.08,16.2,35.57
"06/12/65,10:16",49.12,426.41,12.6,35.6
"06/12/65,10:18",49.28,429.08,11,35.78
"06/12/65,10:20",46.98,434.7,12,35.75
"06/12/65,10:22",47.2,432.72,11.4,35.8
"06/12/65,10:24",48,437.16,7.4,35.83
"06/12/65,10:26",47.83,433.24,10.4,35.88
"06/12/65,10:28",47.28,436.02,13.4,36.05
"06/12/65,10:30",47.49,428.73,10.8,36.28
"06/12/65,10:32",47.8,429.6,11,36.31
"06/12/65,10:34",48.16,432.66,8.6,36.36
"06/12/65,10:36",46.3,432.86,11.2,36.25
"06/12/65,10:38",46.85,431.76,7.6,36.16
"06/12/65,10:40",48.52,430.04,15.4,36.5
"06/12/65,10:42",48.76,430,19.8,36.86
"06/12/65,10:44",47.69,422.3,14.8,37.09
"06/12/65,10:46",46.09,431,17,37.13
"06/12/65,10:48",44.41,425.65,14.2,36.65
"06/12/65,10:50",45.95,424.59,14,36.39
"06/12/65,10:52",47.34,429.01,14,36.42
"06/12/65,10:54",46.11,420.88,10.6,36.45
"06/12/65,10:56",46.89,415.11,13.6,36.42
"06/12/65,10:58",46.51,423.43,17.2,36.49
"06/12/65,11:00",46.6,433.64,13.8,36.55
"06/12/65,11:02",47.24,435.15,9.8,36.57
"06/12/65,11:04",46.58,427.49,16.4,36.32
"06/12/65,11:06",47.14,436.45,10.4,35.77
"06/12/65,11:08",48.55,430.07,7.4,35.16
"06/12/65,11:10",48.87,434.6,3,34.59
"06/12/65,11:12",50.17,430.9,11,34.17
"06/12/65,11:14",51.93,416.41,7,33.8
"06/12/65,11:16",52.93,420.04,15.4,33.6
"06/12/65,11:18",51.77,424.38,9.4,33.6
"06/12/65,11:20",51.55,430.27,10.6,33.76
"06/12/65,11:22",51.49,430.64,12.8,33.9
"06/12/65,11:24",52.95,421.61,11.8,33.84
"06/12/65,11:26",51.12,425.34,19,34.1
"06/12/65,11:28",51.37,427.39,13.6,34.34
"06/12/65,11:30",51.76,422.98,16,34.56
"06/12/65,11:32",51.11,423.71,10.4,35
"06/12/65,11:34",51.23,431.9,17.2,35.55
"06/12/65,11:36",50.14,435.39,13.6,36.33
"06/12/65,11:38",48.32,426.03,13.4,37.05
"06/12/65,11:40",46.93,427.83,15.2,37.51
"06/12/65,11:42",47.1,428.65,13.8,37.96
"06/12/65,11:44",46.26,423.62,14.6,38.37
"06/12/65,11:46",44.53,424.05,7.4,38.39
"06/12/65,11:48",45.22,426.73,8.2,37.89
"06/12/65,11:50",46.01,430.96,7.2,37.21
"06/12/65,11:52",45.8,429,11.6,36.7
"06/12/65,11:54",46.71,429.15,12.6,36.56
"06/12/65,11:56",48.81,428.06,13.6,36.49
"06/12/65,11:58",48.59,419.7,10.6,36.57
"06/12/65,12:00",48.55,434.44,25,36.93
"06/12/65,12:02",47.75,422.09,8,37.1
"06/12/65,12:06",46.58,419.48,16.2,36.87
"06/12/65,12:08",48.11,427.83,8.6,37
"06/12/65,12:10",46.37,427.34,15.6,37.14
"06/12/65,12:12",46.55,424.57,14,37.05
"06/12/65,12:14",45.67,438.04,13.8,36.96
"06/12/65,12:16",47.07,429.85,18.2,36.73
"06/12/65,12:18",47.69,424.55,16.4,36.79
"06/12/65,12:20",46.89,422.49,14.6,36.72
"06/12/65,12:22",46.74,424.85,14.8,36.61
"06/12/65,12:24",48.57,427.17,11.6,36.29
"06/12/65,12:26",48.5,431.71,7.6,36.24
"06/12/65,12:28",47.58,433.42,15,36.18
"06/12/65,12:30",47.25,433.42,10.4,36.39
"06/12/65,12:32",47.41,431.03,13.8,36.65
"06/12/65,12:34",46.87,423.25,15.8,36.83
"06/12/65,12:36",46.53,419.41,10,37.01
"06/12/65,12:40",46.24,416.88,11,37.33
"06/12/65,12:42",46.62,416.37,11.2,37.47
"06/12/65,12:44",44.3,428.76,7.4,37.61
"06/12/65,12:46",45.2,428.17,5.4,37.62
"06/12/65,12:48",44.08,436.85,13.8,37.61
"06/12/65,12:50",44.22,437.73,9.8,37.4
