datetime,humidity,co2,soil,temperature
"13/12/65,02:24",67.22,444.12,53.6,24.96
"13/12/65,02:26",67.32,438.29,56,24.91
"13/12/65,02:28",67.64,436.15,58.6,24.87
"13/12/65,02:30",67.78,439.59,54,24.83
"13/12/65,02:32",68.24,439.88,52.4,24.84
"13/12/65,02:34",68.05,446.81,57,24.8
"13/12/65,02:36",68.44,447.42,57.4,24.8
"13/12/65,02:38",68.26,452.47,56.8,24.78
"13/12/65,02:40",68.38,441.21,57.8,24.71
"13/12/65,02:42",68.6,432.7,55.8,24.69
"13/12/65,02:44",68.91,438.73,51.6,24.66
"13/12/65,02:46",68.93,445.72,52.2,24.66
"13/12/65,02:48",69.5,451.36,58.4,24.66
"13/12/65,02:50",69.31,452.76,52.6,24.62
"13/12/65,02:52",69.51,449.62,54.8,24.59
"13/12/65,02:54",69.57,451.49,59.4,24.55
"13/12/65,02:56",69.74,451.28,57,24.5
"13/12/65,02:58",69.94,444.54,57.2,24.46
"13/12/65,03:00",69.93,448.02,52,24.4
"13/12/65,03:02",70,452.22,59,24.42
"13/12/65,03:04",70.23,448.36,58,24.43
"13/12/65,03:06",70.54,445.39,54.2,24.42
"13/12/65,03:08",70.78,446.14,54.4,24.36
"13/12/65,03:10",70.83,463.88,56.2,24.35
"13/12/65,03:12",70.83,449.77,58.6,24.32
"13/12/65,03:14",71.04,449.14,54.4,24.29
"13/12/65,03:16",71.2,443.09,58.2,24.23
"13/12/65,03:18",71.25,442.12,54.8,24.22
"13/12/65,03:20",71.5,446.98,56.2,24.19
"13/12/65,03:22",71.51,445.41,59.8,24.18
"13/12/65,03:24",71.92,440.87,60,24.15
"13/12/65,03:26",71.98,442.26,52.6,24.15
"13/12/65,03:28",72.03,445.72,58.6,24.16
"13/12/65,03:30",71.99,447.34,56,24.13
"13/12/65,03:32",72.22,446.26,60.4,24.12
"13/12/65,03:34",72.35,455.67,60.8,24.11
"13/12/65,03:36",73.08,452.14,53.8,24.07
"13/12/65,03:38",73.36,456.97,52.4,24.02
"13/12/65,03:40",73.24,452.07,59.8,24.07
"13/12/65,03:42",73.58,453.82,55.6,24.05
"13/12/65,03:44",73.19,451.64,54.6,24.01
"13/12/65,03:46",73.21,439.87,52.4,23.97
"13/12/65,03:48",73.3,445.5,60.2,23.92
"13/12/65,03:50",73.64,456.51,54.2,23.89
"13/12/65,03:52",73.89,454.19,58.4,23.89
"13/12/65,03:54",73.71,452.99,59.4,23.84
"13/12/65,03:56",74.29,453.57,57,23.84
"13/12/65,03:58",74.2,449.48,60.2,23.83
"13/12/65,04:00",74.44,449.85,52.2,23.77
"13/12/65,04:02",74.41,446.63,58.2,23.74
"13/12/65,04:04",74.62,447.36,63.2,23.69
"13/12/65,04:06",74.87,461.95,57.2,23.67
"13/12/65,04:08",75.51,464.46,53.6,23.65
"13/12/65,04:10",75.61,469.01,58,23.65
"13/12/65,04:12",75.58,456.72,58.8,23.62
"13/12/65,04:14",75.91,456.51,59,23.64
"13/12/65,04:16",75.71,452.18,57.6,23.6
"13/12/65,04:18",75.67,461.18,59.8,23.64
"13/12/65,04:20",75.89,461.33,58.8,23.62
"13/12/65,04:22",75.96,464.56,56,23.64
"13/12/65,04:24",76.21,460.48,58.6,23.61
"13/12/65,04:26",76.22,462.21,55,23.6
"13/12/65,04:28",76.06,469.68,57.6,23.58
"13/12/65,04:30",76.16,461.28,60.4,23.56
"13/12/65,04:32",76.52,459.04,59.8,23.54
"13/12/65,04:34",76.42,465.92,59.4,23.46
"13/12/65,04:36",76.17,463.36,57.4,23.44
"13/12/65,04:38",75.92,463.92,53.6,23.4
"13/12/65,04:40",76.18,455.55,62.2,23.37
"13/12/65,04:42",76.08,464.58,55.6,23.37
"13/12/65,04:44",76.57,460.82,57.8,23.37
"13/12/65,04:46",76.84,456.02,60.2,23.34
"13/12/65,04:48",76.64,462.58,58.4,23.37
"13/12/65,04:50",76.73,469.61,60.2,23.41
"13/12/65,04:52",77.05,471.09,56.2,23.44
"13/12/65,04:54",77.28,463.03,67.2,23.4
"13/12/65,04:56",76.79,457.9,59.6,23.37
"13/12/65,04:58",76.55,455.1,57,23.32
"13/12/65,05:00",76.23,456.47,57.2,23.33
"13/12/65,05:02",76.01,457.07,62.6,23.33
"13/12/65,05:04",76.09,458.99,64.2,23.32
"13/12/65,05:06",76.18,466.9,63.2,23.32
"13/12/65,05:08",75.79,460.04,61,23.3
"13/12/65,05:10",75.97,456.55,59.8,23.29
"13/12/65,05:12",76.2,463,59.6,23.3
"13/12/65,05:14",75.87,453.55,57.6,23.3
"13/12/65,05:16",75.64,452.45,61.6,23.3
"13/12/65,05:18",75.78,469.9,69.2,23.26
"13/12/65,05:20",75.73,456.02,53.4,23.26
"13/12/65,05:22",75.7,455.69,60.8,23.26
"13/12/65,05:24",75.62,456.39,62.8,23.23
"13/12/65,05:26",75.65,461,57.8,23.25
"13/12/65,05:28",75.76,460.18,57.2,23.23
"13/12/65,05:30",75.52,457.11,56.2,23.22
"13/12/65,05:32",75.5,453.88,62.2,23.17
"13/12/65,05:34",75.47,447.91,58.8,23.16
"13/12/65,05:36",75.49,449.6,54.8,23.07
"13/12/65,05:38",75.66,443.83,61.2,23.06
"13/12/65,05:40",75.84,447.75,61,23.06
"13/12/65,05:42",75.9,450.1,54.2,23.05
"13/12/65,05:44",75.91,453.13,62.4,22.98
"13/12/65,05:46",76.24,448.55,59.6,22.93
"13/12/65,05:48",76.22,449.65,59.4,22.92
"13/12/65,05:50",76.47,446.46,53.8,22.93
"13/12/65,05:52",76.68,447.75,58.2,22.92
"13/12/65,05:54",76.78,458.21,63.4,22.9
"13/12/65,05:56",76.81,463.83,56.6,22.92
"13/12/65,05:58",77,463.92,60,22.95
"13/12/65,06:00",76.96,451.81,61.2,22.9
"13/12/65,06:02",76.86,456.06,61,22.89
"13/12/65,06:04",76.86,448.47,59.8,22.85
"13/12/65,06:06",76.78,452.9,57.6,22.85
"13/12/65,06:08",77.1,451.78,62.6,22.83
"13/12/65,06:10",77.04,449.81,60.4,22.83
"13/12/65,06:12",77.11,445.15,50.4,22.83
"13/12/65,06:14",77.07,451.4,63,22.83
"13/12/65,06:16",77.15,457.85,59.2,22.83
"13/12/65,06:18",77.03,454.88,62.6,22.85
"13/12/65,06:20",77.14,455.65,62.4,22.86
"13/12/65,06:22",77.02,455.02,62.6,22.82
"13/12/65,06:24",76.95,448.54,58.2,22.76
"13/12/65,06:26",76.81,452.27,62,22.75
"13/12/65,06:28",76.74,443.71,55.2,22.69
"13/12/65,06:30",76.82,447.78,58,22.68
"13/12/65,06:32",76.85,450.55,61.8,22.71
"13/12/65,06:34",77.01,447.49,55,22.72
"13/12/65,06:36",77,446.66,57,22.74
"13/12/65,06:38",76.89,451.33,60.4,22.78
"13/12/65,06:40",76.75,454.99,61.4,22.82
"13/12/65,06:42",76.76,458.16,59.2,22.85
"13/12/65,06:44",76.57,450.62,63.2,22.85
"13/12/65,06:46",76.4,453.74,55,22.88
"13/12/65,06:48",76.29,450.82,50.8,22.9
"13/12/65,06:50",76.04,451.93,60.6,22.92
"13/12/65,06:52",76.04,447.23,57.8,22.93
"13/12/65,06:54",75.54,446.83,57.6,22.98
"13/12/65,06:56",75.51,448.3,61.6,23
"13/12/65,06:58",75.31,446.62,58.8,23.07
"13/12/65,07:00",75.09,446.32,55.8,23.16
"13/12/65,07:02",74.75,439.81,57.4,23.25
"13/12/65,07:04",74.09,429.48,61.4,23.26
"13/12/65,07:06",73.72,442.69,56.2,23.4
"13/12/65,07:08",73.3,434.53,60.4,23.48
"13/12/65,07:10",72.52,434.16,63.8,23.54
"13/12/65,07:12",72.77,437.14,59.6,23.62
"13/12/65,07:14",72,432.83,56,23.73
"13/12/65,07:16",72.15,436.73,58.2,23.88
"13/12/65,07:18",71.04,440.3,55.6,23.97
"13/12/65,07:20",71.33,436.46,59.2,24.05
"13/12/65,07:22",71.11,443.39,54.4,24.18
"13/12/65,07:24",70.48,438.27,54,24.25
"13/12/65,07:26",70.56,438.06,55.2,24.34
"13/12/65,07:28",69.41,435.93,54.4,24.35
"13/12/65,07:30",69.84,436.38,63.8,24.43
"13/12/65,07:32",69.96,437.73,64,24.52
"13/12/65,07:34",69.53,441.22,71,24.63
"13/12/65,07:36",68.55,436.83,63.8,24.6
"13/12/65,07:38",68.08,435.72,66.4,24.66
"13/12/65,07:40",67.68,430.52,69.2,24.66
"13/12/65,07:42",67.66,435.8,63.8,24.7
"13/12/65,07:44",66.48,435.53,63.4,24.69
"13/12/65,07:46",66.69,436.71,66.8,24.73
"13/12/65,07:48",66.68,434.34,69,24.76
"13/12/65,07:50",66.79,431.6,65.6,24.8
"13/12/65,07:52",66.3,433.09,56.4,24.87
"13/12/65,07:54",66.27,434.76,55.8,24.9
"13/12/65,07:56",66.39,436.84,59.8,25.03
"13/12/65,07:58",67.33,438,51.2,25.19
"13/12/65,08:00",65.94,435.04,55.2,25.37
"13/12/65,08:02",65.3,435.83,53.6,25.46
"13/12/65,08:04",65.63,429.76,53.6,25.5
"13/12/65,08:06",64.61,430.65,54.6,25.5
"13/12/65,08:08",65.16,443.49,58.4,25.62
"13/12/65,08:10",64.04,434.53,50.6,25.65
"13/12/65,08:12",63.85,434.38,54.2,25.7
"13/12/65,08:14",63.28,431.43,52.4,25.76
"13/12/65,08:16",63.95,438.3,52.6,25.88
"13/12/65,08:18",63.2,441.93,51.4,25.97
"13/12/65,08:20",62.36,441.54,51.6,25.97
"13/12/65,08:22",62.13,444.18,57.8,25.99
"13/12/65,08:24",62.88,438.81,44.4,26.17
"13/12/65,08:26",61.48,431.21,49.6,26.27
"13/12/65,08:28",60.23,427.54,38.8,26.41
"13/12/65,08:30",61.45,432.25,44.2,26.59
"13/12/65,08:32",59.12,436.96,46.4,26.78
"13/12/65,08:34",58.42,437.61,37.4,26.89
"13/12/65,08:36",56.91,431.62,45.8,27.01
"13/12/65,08:38",57.67,430.62,38,27.03
"13/12/65,08:40",56.67,432.53,38.6,27.03
"13/12/65,08:42",56.65,434.85,45.8,27.01
"13/12/65,08:44",56.98,439.28,41,26.92
"13/12/65,08:46",56.43,437.92,33.8,26.92
"13/12/65,08:48",55.66,427.95,46,26.98
"13/12/65,08:50",55.88,432.99,40.4,27.13
"13/12/65,08:52",55.39,435.89,46.8,27.09
"13/12/65,08:54",56.26,427.81,46.6,27.25
"13/12/65,08:56",57.29,426.34,40.6,27.67
"13/12/65,08:58",54.55,423.9,35.6,27.7
"13/12/65,09:00",54.79,430.77,42.2,27.63
"13/12/65,09:02",54.33,431.71,43,27.45
"13/12/65,09:04",56.4,432.86,44.2,27.37
"13/12/65,09:06",55.9,428.55,46.4,27.53
"13/12/65,09:08",54.52,433.52,51.6,27.76
"13/12/65,09:10",54.67,431.3,43.8,27.76
"13/12/65,09:12",55.54,425.25,38.2,27.95
"13/12/65,09:14",54.66,421.42,47,28.11
"13/12/65,09:16",54.54,428.39,40.2,28.19
"13/12/65,09:18",53.51,431.88,44.2,28.17
"13/12/65,09:20",54.48,435.28,39.6,28.27
"13/12/65,09:22",53.92,431.4,40.6,28.45
"13/12/65,09:24",54.51,431.41,41.6,28.56
"13/12/65,09:26",53.07,428.73,43.4,28.8
"13/12/65,09:28",52.73,430.88,43.2,28.9
"13/12/65,09:30",53.5,433.18,33.2,29.01
"13/12/65,09:32",51.94,427.89,37.2,29.09
"13/12/65,09:34",52.55,429.46,34.2,29.13
"13/12/65,09:36",52.31,431.31,38.4,29.23
"13/12/65,09:38",52.19,434.87,32.6,29.31
"13/12/65,09:40",51.46,429.09,38.6,29.4
"13/12/65,09:42",51.52,437.53,30.2,29.38
"13/12/65,09:44",52.13,428.69,25.2,29.59
"13/12/65,09:46",51.44,421.42,35.4,29.78
"13/12/65,09:48",49.69,428.4,30.8,29.88
"13/12/65,09:50",50.38,428.53,35.2,29.75
"13/12/65,09:52",49.92,433.37,37.2,29.78
"13/12/65,09:54",49.61,431.39,36.6,29.81
"13/12/65,09:56",50.67,430.39,32.4,30.08
"13/12/65,09:58",48.52,432.29,33.6,30.46
"13/12/65,10:00",46.91,434.27,37.6,30.51
"13/12/65,10:02",49.66,436.22,35,30.4
"13/12/65,10:04",49.05,433.53,33,30.27
"13/12/65,10:06",48.43,432.37,28.4,30.16
"13/12/65,10:08",48.73,434.38,32.6,30.43
"13/12/65,10:10",49.34,430.14,29.2,30.8
"13/12/65,10:12",46.54,429.67,34.2,30.98
"13/12/65,10:14",46.89,425.15,30.8,31.12
"13/12/65,10:16",46.8,431.29,26.4,31.19
"13/12/65,10:18",47.9,442.27,32.4,30.92
"13/12/65,10:20",47.87,439.12,25,30.74
"13/12/65,10:22",47.97,438.27,37,30.59
"13/12/65,10:24",46.78,433.22,31.2,30.43
"13/12/65,10:26",48.95,434.74,29,30.47
"13/12/65,10:28",48.53,434.52,31.8,30.57
"13/12/65,10:30",47.41,441.02,31.2,30.78
"13/12/65,10:32",47.44,440.39,30.4,30.82
"13/12/65,10:34",47.55,442.73,31.2,31.09
"13/12/65,10:36",46.91,428.96,27,30.99
"13/12/65,10:38",47.98,430.64,31,30.95
"13/12/65,10:40",46.4,434.12,30,31.09
"13/12/65,10:42",47.16,445.56,28.6,31.14
"13/12/65,10:44",46.71,437.66,25.6,31.43
"13/12/65,10:46",46.3,434.02,34.8,31.54
"13/12/65,10:48",44.6,439.51,24.6,31.48
"13/12/65,10:50",45.26,440.52,28.4,31.17
"13/12/65,10:52",46.12,439.01,22.6,30.98
"13/12/65,10:54",46.57,438.52,24,30.84
"13/12/65,10:56",47.89,439.74,33.4,30.91
"13/12/65,10:58",46.01,438.38,31.8,30.81
"13/12/65,11:00",46.62,435.29,29.8,30.74
"13/12/65,11:02",46.86,440.77,26,30.71
"13/12/65,11:04",47.14,441.13,30.4,30.7
"13/12/65,11:06",47.6,438.68,29.6,30.87
"13/12/65,11:08",47.06,443.7,33.6,31.17
"13/12/65,11:10",46.75,441.22,31.8,31.3
"13/12/65,11:12",46.72,438.15,23.8,31.8
"13/12/65,11:14",46.07,432.12,38.8,31.93
"13/12/65,11:16",44.6,441.73,28.2,32.01
"13/12/65,11:18",44.96,437.4,29.8,32.24
"13/12/65,11:20",45.05,434.28,30.4,32.35
"13/12/65,11:22",44.32,440.63,25.4,32.27
"13/12/65,11:24",44.09,438.92,31.6,32.2
"13/12/65,11:26",43.68,439.01,23.2,32.08
"13/12/65,11:28",44.7,431.49,30.6,31.86
"13/12/65,11:30",45.9,431.53,29.4,32.03
"13/12/65,11:32",44,443.81,28,32.34
"13/12/65,11:34",43.53,432.67,24,32.4
"13/12/65,11:36",44.19,436.17,29.8,32.18
"13/12/65,11:38",44.5,437.93,21.2,32.32
"13/12/65,11:40",46.22,431.88,29.2,32.59
"13/12/65,11:42",43.57,432.03,27.4,32.9
"13/12/65,11:44",43.76,428.78,22.8,33.09
"13/12/65,11:46",43.92,422.34,26,33.1
"13/12/65,11:48",43.35,433.84,20.6,33.26
"13/12/65,11:50",41.58,446.81,27,33.02
"13/12/65,11:52",43.29,441.9,26.6,32.96
"13/12/65,11:54",44.13,436.31,27.4,32.85
"13/12/65,11:56",43.85,433.11,25.4,32.98
"13/12/65,11:58",43.38,433.94,28.4,33.01
"13/12/65,12:00",42.58,434.49,26.8,32.74
"13/12/65,12:02",41.82,436.94,27.6,32.44
"13/12/65,12:04",45.01,441.72,31.6,32.1
"13/12/65,12:06",44.07,438.11,32.6,31.89
"13/12/65,12:08",43.02,437.14,26.4,31.79
"13/12/65,12:10",45.4,438.93,32.4,32.03
"13/12/65,12:12",44.71,437.16,24,32.21
"13/12/65,12:14",44.51,443.64,32.2,32.44
"13/12/65,12:16",44.76,433.12,31.2,32.52
"13/12/65,12:18",45.65,438.59,29.6,33.04
"13/12/65,12:20",44.66,437.25,29.8,33.67
"13/12/65,12:22",42.02,434.39,24.2,33.64
"13/12/65,12:24",42.92,433.75,27.4,33.67
"13/12/65,12:26",42.55,432.69,25.8,33.59
"13/12/65,12:28",42.82,433.74,14.8,33.8
"13/12/65,12:30",42.25,427.98,31.4,34.05
"13/12/65,12:32",43.15,433.1,22.2,34.12
"13/12/65,12:34",41.26,433.19,29.8,34.12
"13/12/65,12:36",41.65,431.82,27.8,33.76
"13/12/65,12:38",43.13,438.83,23.8,33.71
"13/12/65,12:40",42.41,432.05,25,33.81
"13/12/65,12:42",43.44,436.99,25.8,34.11
"13/12/65,12:44",42.73,437.6,25.8,34.41
"13/12/65,12:46",40.64,436.18,19.6,34.22
"13/12/65,12:48",42.7,417.59,26.6,33.84
"13/12/65,12:50",42.21,434.89,24.6,33.84
"13/12/65,12:52",41.28,441.11,28,33.67
"13/12/65,12:54",42.25,439.85,25.4,33.22
"13/12/65,12:56",40.99,437.44,27.8,32.77
"13/12/65,12:58",44.42,442.93,27,32.69
"13/12/65,13:00",44.18,447.75,26.8,32.94
"13/12/65,13:02",43.26,438.28,33.4,32.85
"13/12/65,13:04",44.93,434.95,23.8,32.98
"13/12/65,13:06",45.9,430.52,27.2,33.5
"13/12/65,13:08",42.9,428.14,29.6,33.9
"13/12/65,13:10",42.01,429.88,22.8,34.17
"13/12/65,13:12",41.09,436.42,29.4,34.01
"13/12/65,13:14",42.57,432.28,30.2,33.96
"13/12/65,13:16",43.1,437.62,23.6,34.31
"13/12/65,13:18",43.32,435.64,19.6,34.83
"13/12/65,13:20",38.72,435.95,28.6,34.92
"13/12/65,13:22",39.72,436.84,20.6,34.62
"13/12/65,13:24",40.65,435.3,27.2,34.65
"13/12/65,13:26",41.4,437.43,25.8,35.24
"13/12/65,13:28",39.98,435.51,19.4,35.88
"13/12/65,13:30",38.98,431.27,27.2,36.39
"13/12/65,13:32",37.34,437.48,16.8,36.87
"13/12/65,13:34",37.64,428.43,20.8,37.01
"13/12/65,13:36",37.5,434.63,17,37.04
"13/12/65,13:38",38.06,433.11,13.2,37.11
"13/12/65,13:40",37.5,443.47,18.4,37.41
"13/12/65,13:42",36,438.61,15.4,37.62
"13/12/65,13:44",36.09,433.84,18.4,37.11
"13/12/65,13:46",36.9,432.73,15.8,36.08
"13/12/65,13:48",37.61,435.13,18.4,35.57
"13/12/65,13:50",37.78,442.01,11.6,35.09
"13/12/65,13:52",38.64,437.87,16.2,34.86
"13/12/65,13:54",39.71,435.72,15.2,34.82
"13/12/65,13:56",38.53,432.74,20,34.75
"13/12/65,13:58",39.89,432.29,17.2,34.67
"13/12/65,14:00",40.94,431.07,22,34.96
"13/12/65,14:02",38.98,429.67,15.2,35.29
"13/12/65,14:04",40.04,433.93,19.8,35.68
"13/12/65,14:06",40.33,430.86,18.8,36.29
"13/12/65,14:08",39.15,426.91,21,36.87
"13/12/65,14:10",37.26,430.75,18.8,37.2
"13/12/65,14:12",36.89,433.23,13.6,37.48
"13/12/65,14:14",37.46,440.65,16.2,37.93
"13/12/65,14:16",34.37,437.59,12.4,37.96
"13/12/65,14:18",35.08,435.66,17.6,37.68
"13/12/65,14:20",36.81,444.08,13.2,37.79
"13/12/65,14:22",37.11,441,19.2,38.02
"13/12/65,14:24",35.82,447.73,20.8,37.83
"13/12/65,14:26",37.21,449.98,18.6,37.98
"13/12/65,14:28",36.72,445.15,17,38.19
"13/12/65,14:30",36.39,438.81,17.8,38.5
"13/12/65,14:32",33.28,441.48,16.8,38.49
"13/12/65,14:34",35.05,441.13,8.2,37.98
"13/12/65,14:36",35.93,443.26,16.8,38.02
"13/12/65,14:38",35.6,444.76,16.6,38.24
"13/12/65,14:40",35.18,432.61,11.8,38.27
"13/12/65,14:42",33.54,432,15,38.12
"13/12/65,14:44",34.98,428.91,10.4,37.67
"13/12/65,14:46",33.59,443.67,14.6,36.83
"13/12/65,14:48",36.62,437.95,8.6,36.32
"13/12/65,14:50",37.18,440.41,13.2,36.38
"13/12/65,14:52",35.87,436.2,9.8,36.28
"13/12/65,14:54",37.23,429.79,9,35.96
"13/12/65,14:56",37.04,432.32,11.4,35.65
"13/12/65,14:58",38,434.92,14.8,35.75
"13/12/65,15:00",38.11,433.2,9.4,36.04
"13/12/65,15:02",37.69,427.62,11.2,35.92
"13/12/65,15:04",37.85,432.13,9,35.92
"13/12/65,15:06",37.32,432.35,11.2,35.99
"13/12/65,15:08",38.2,432.22,12,36.21
"13/12/65,15:10",37.95,429.53,12.4,36.52
"13/12/65,15:12",36.13,441.29,13,36.83
"13/12/65,15:14",37.39,432.51,12,36.96
"13/12/65,15:16",37.43,428.95,13.6,37.18
"13/12/65,15:18",36.84,434.33,15.4,37.13
"13/12/65,15:20",35.14,434.86,9.6,36.59
"13/12/65,15:22",37.65,432.31,15.4,36.14
"13/12/65,15:24",38.97,437.35,18,35.99
"13/12/65,15:26",39.69,437.8,10.6,36.12
"13/12/65,15:28",36.98,434.67,13.8,35.85
"13/12/65,15:30",37.22,439.33,9.2,35.4
"13/12/65,15:32",37.48,440.59,14.8,35.12
"13/12/65,15:34",39.09,433.9,17.2,35.05
"13/12/65,15:36",38.52,429.02,16.8,35.07
"13/12/65,15:38",37.79,437.16,24.4,35.16
"13/12/65,15:40",38.45,432.79,19.4,35.17
"13/12/65,15:42",38.33,426.74,13.4,35.17
"13/12/65,15:44",38.23,435.11,21.4,35.16
"13/12/65,15:46",38.76,441.59,12.8,35.16
"13/12/65,15:48",39.44,439.71,19.4,35.21
"13/12/65,15:50",39.73,430.41,21,35.34
"13/12/65,15:52",39.1,435.77,18.8,35.37
"13/12/65,15:54",38.78,431.47,22.2,35.47
"13/12/65,15:56",38.36,428.74,21,35.64
"13/12/65,15:58",37.6,431.88,23.2,35.67
"13/12/65,16:00",37.5,427.25,19.8,35.29
"13/12/65,16:02",37.71,435.3,17,34.56
"13/12/65,16:04",38.68,435.67,25.2,34
"13/12/65,16:06",39.24,439.82,26.4,33.73
"13/12/65,16:08",39.54,435.56,25.2,33.6
"13/12/65,16:10",40.98,438.53,31.4,33.57
"13/12/65,16:12",40.34,429.82,21,33.43
"13/12/65,16:14",40.96,422.08,25.6,33.34
"13/12/65,16:16",41.04,421.27,26.8,33.36
"13/12/65,16:18",42.14,430.13,24.8,33.34
"13/12/65,16:20",41.9,447.13,27.2,33.29
"13/12/65,16:22",42.18,437.41,25,33.1
"13/12/65,16:24",41.86,434.88,30,32.81
"13/12/65,16:26",43.12,433.68,29.4,32.61
"13/12/65,16:28",43.66,430.59,27.6,32.4
"13/12/65,16:30",44.24,433.47,23.4,32.08
"13/12/65,16:32",45.04,447.1,32,31.77
"13/12/65,16:34",46.28,447.17,23,31.38
"13/12/65,16:36",45.99,436.6,28.2,30.97
"13/12/65,16:38",47.62,432.09,34.2,30.64
"13/12/65,16:40",48.51,430.58,34,30.37
"13/12/65,16:42",49.66,429.18,28.2,30.18
"13/12/65,16:44",50.54,427.64,37.2,29.95
"13/12/65,16:46",51.57,430.77,30.8,29.72
"13/12/65,16:48",53.26,431.54,40.4,29.58
"13/12/65,16:50",53.87,430.68,39,29.42
"13/12/65,16:52",54.82,427.4,36,29.28
"13/12/65,16:54",55.44,433.67,42.8,29.17
"13/12/65,16:56",55.86,433.82,35,29.07
"13/12/65,16:58",56.92,428.9,45,28.99
"13/12/65,17:00",57.03,426.4,44,28.89
"13/12/65,17:02",57.68,429.44,42.4,28.78
"13/12/65,17:04",58.62,438.35,46.4,28.66
"13/12/65,17:06",59.39,444.6,52.4,28.6
"13/12/65,17:08",60.21,445.08,53,28.5
"13/12/65,17:10",60.56,444.45,54,28.42
"13/12/65,17:12",61.14,443.42,50,28.32
"13/12/65,17:14",61.69,441.26,56.2,28.19
"13/12/65,17:16",62.41,450.77,48.2,28.11
"13/12/65,17:18",62.91,443.27,46.2,27.98
"13/12/65,17:20",63.93,444.72,52.6,27.85
"13/12/65,17:22",63.68,441.89,52,27.71
"13/12/65,17:24",64.33,442.07,52.2,27.61
"13/12/65,17:26",64.8,438.36,55.8,27.49
"13/12/65,17:28",65.24,436.84,53.6,27.36
"13/12/65,17:30",66.18,436.39,50.2,27.22
"13/12/65,17:32",66.63,435.32,54.8,27.12
"13/12/65,17:34",66.65,438.24,52.8,26.99
"13/12/65,17:36",66.71,442.03,47.6,26.94
"13/12/65,17:38",66.78,438.52,56.6,26.87
"13/12/65,17:40",66.71,433.16,47.2,26.78
"13/12/65,17:42",67.39,440.02,54.6,26.68
"13/12/65,17:44",67.73,446.81,54.2,26.61
"13/12/65,17:46",68.34,445.6,50.6,26.51
"13/12/65,17:48",67.76,442.37,55,26.41
"13/12/65,17:50",68.16,449.79,52.6,26.37
"13/12/65,17:52",67.76,444.42,58.8,26.26
"13/12/65,17:54",67.87,441.55,58.8,26.14
"13/12/65,17:56",67.94,448.03,49,26.07
"13/12/65,17:58",68.88,446.26,60.2,25.99
"13/12/65,18:00",69.13,442.27,54.4,25.86
"13/12/65,18:02",69.67,459.47,58.2,25.76
"13/12/65,18:04",69.67,440.14,55.2,25.66
"13/12/65,18:06",69.66,441.21,57.2,25.57
"13/12/65,18:08",68.88,433.64,55.8,25.46
"13/12/65,18:10",69.88,442.32,65.6,25.35
"13/12/65,18:12",70.13,443.36,57.8,25.28
"13/12/65,18:14",70.72,442.36,68.8,25.18
"13/12/65,18:16",71.18,444.85,63.8,25.1
"13/12/65,18:18",71.2,446.03,68,25.04
"13/12/65,18:20",70.91,441.52,68,24.94
"13/12/65,18:22",70.7,443.15,67.2,24.9
"13/12/65,18:24",71.16,441.36,74,24.86
"13/12/65,18:26",71.17,442.85,59.6,24.78
"13/12/65,18:28",71.02,447.11,70.4,24.71
"13/12/65,18:30",71.65,451.81,67,24.66
"13/12/65,18:32",71.43,447.27,67.8,24.59
"13/12/65,18:34",71.24,444.27,66.6,24.52
"13/12/65,18:36",72.24,447.3,67.4,24.48
"13/12/65,18:38",71.78,453.98,64.6,24.45
"13/12/65,18:40",71.45,452.54,68.6,24.38
"13/12/65,18:42",71.27,453.67,69,24.32
"13/12/65,18:44",71.11,448.8,67,24.3
"13/12/65,18:46",70.8,449.65,61,24.26
"13/12/65,18:48",71.02,445.25,67.6,24.19
"13/12/65,18:50",71.47,443.2,66.8,24.15
"13/12/65,18:52",71.49,448.48,66,24.13
"13/12/65,18:54",71.66,447.32,65.2,24.12
"13/12/65,18:56",71.27,452.13,64.4,24.08
"13/12/65,18:58",71.51,446.02,63.6,24.02
"13/12/65,19:00",71.58,445.66,68,23.97
"13/12/65,19:02",72.14,446.26,65.2,23.95
"13/12/65,19:04",71.73,457.59,69,23.95
"13/12/65,19:06",68.46,459.18,62.8,23.91
"13/12/65,19:08",68.84,446.47,70.6,24.01
"13/12/65,19:10",68.79,442.43,63.4,24.12
"13/12/65,19:12",68.63,444.07,64.6,24.28
"13/12/65,19:14",68.46,447.27,70.4,24.36
"13/12/65,19:16",69.12,445.07,64,24.42
"13/12/65,19:18",69.09,448.09,70.6,24.43
"13/12/65,19:20",69.02,440.46,68.8,24.49
"13/12/65,19:22",68.55,448.35,64.2,24.46
"13/12/65,19:24",68.78,447.95,66.6,24.46
"13/12/65,19:26",69.22,451.8,61.4,24.46
"13/12/65,19:28",69.53,450.74,64.2,24.49
"13/12/65,19:30",69.27,455.76,69.8,24.52
"13/12/65,19:32",67.91,451.41,63.2,24.53
"13/12/65,19:34",67.36,447.98,63.6,24.55
"13/12/65,19:36",67.93,444.5,68.6,24.6
"13/12/65,19:38",67.39,447.38,62.2,24.64
"13/12/65,19:40",66.67,455.68,70,24.69
"13/12/65,19:42",66.04,452.42,65.8,24.73
"13/12/65,19:44",67.05,460.53,61.4,24.83
"13/12/65,19:46",65.87,448.55,67,24.87
"13/12/65,19:48",65.34,446.03,64.4,24.91
"13/12/65,19:50",64.18,444.66,69,24.93
"13/12/65,19:52",63.98,443.56,66,24.97
"13/12/65,19:54",63.57,453.13,67,25
